source,target,value
CVE-2015-2666,linux,6.9
CVE-2015-6949,asus,9.3
CVE-2015-5109,adobe,0.0
CVE-2015-2969,lemon-sphp,4.3
CVE-2015-6675,siemens,4.3
CVE-2015-5108,adobe,0.0
CVE-2015-2962,cgirescue,7.5
CVE-2015-2742,mozilla,4.3
CVE-2015-2742,apple,4.3
CVE-2015-2960,zohocorp,4.3
CVE-2015-2961,zohocorp,6.8
CVE-2015-2966,droidwareuk,6.4
CVE-2015-2967,cacti,4.3
CVE-2015-2964,namshi,5.0
CVE-2015-2743,mozilla,7.5
CVE-2015-2743,novell,7.5
CVE-2015-4393,servicesproject,6.0
CVE-2015-4392,displaysuiteproject,3.5
CVE-2015-4391,civicrm,6.8
CVE-2015-4390,userimportproject,6.8
CVE-2015-4397,nodetemplateproject,6.8
CVE-2015-4396,keywordresearchproject,5.1
CVE-2015-4395,hybridauthsocialloginproject,3.5
CVE-2015-3226,rubyonrails,4.3
CVE-2015-4469,libmspackproject,4.3
CVE-2015-4468,libmspackproject,4.3
CVE-2015-4398,chaostoolsuiteproject,5.8
CVE-2015-5841,apple,5.0
CVE-2015-6672,citrix,4.3
CVE-2015-5842,apple,2.1
CVE-2015-5428,hp,7.5
CVE-2015-0149,ibm,5.5
CVE-2015-0146,ibm,2.1
CVE-2015-5427,hp,7.5
CVE-2015-0140,ibm,6.8
CVE-2015-5552,adobe,0.0
CVE-2015-5552,linux,0.0
CVE-2015-5552,microsoft,0.0
CVE-2015-5552,apple,0.0
CVE-2015-5553,adobe,0.0
CVE-2015-5553,microsoft,0.0
CVE-2015-5553,apple,0.0
CVE-2015-5553,linux,0.0
CVE-2015-6944,jsp%2fmysqladministradorwebproject,6.8
CVE-2015-5419,hp,7.5
CVE-2015-2816,sap,7.5
CVE-2015-2817,sap,5.0
CVE-2015-2814,sap,6.4
CVE-2015-2815,sap,6.5
CVE-2015-2812,sap,5.0
CVE-2015-2813,sap,5.0
CVE-2015-2810,hancom,7.5
CVE-2015-2811,sap,5.0
CVE-2015-3815,wireshark,5.0
CVE-2015-3814,wireshark,5.0
CVE-2015-5106,adobe,7.5
CVE-2015-3811,wireshark,5.0
CVE-2015-3810,wireshark,7.8
CVE-2015-2818,sap,5.0
CVE-2015-2819,sap,5.0
CVE-2015-1444,fli4l,4.3
CVE-2015-4069,arcserve,7.8
CVE-2015-4068,arcserve,9.4
CVE-2015-6945,jsp%2fmysqladministradorwebproject,4.3
CVE-2015-4065,landingpagesproject,3.5
CVE-2015-4064,landingpagesproject,6.5
CVE-2015-4067,dell,0.0
CVE-2015-4066,gigpress,6.5
CVE-2015-4060,wavelink,0.0
CVE-2015-4063,newstatpressproject,3.5
CVE-2015-4062,newstatpressproject,6.5
CVE-2015-5413,hp,4.0
CVE-2015-3812,wireshark,7.8
CVE-2015-5411,hp,6.8
CVE-2015-1441,piwigo,7.5
CVE-2015-5410,hp,6.5
CVE-2015-6946,borland,9.3
CVE-2015-1110,apple,5.0
CVE-2015-5417,hp,7.5
CVE-2015-5416,hp,7.5
CVE-2015-0559,novell,5.0
CVE-2015-0559,wireshark,5.0
CVE-2015-0551,emc,3.5
CVE-2015-0550,emc,8.5
CVE-2015-0553,websitebaker,4.3
CVE-2015-0552,gnome,6.4
CVE-2015-0552,novell,6.4
CVE-2015-0555,samsung,6.8
CVE-2015-0554,adb,9.4
CVE-2015-0557,arjsoftware,5.8
CVE-2015-0556,arjsoftware,5.8
CVE-2015-2702,websense,4.3
CVE-2015-2703,websense,4.3
CVE-2015-2701,cs-cart,6.8
CVE-2015-2706,mozilla,6.8
CVE-2015-2112,hp,9.0
CVE-2015-0399,oracle,4.0
CVE-2015-0398,oracle,4.0
CVE-2015-0397,sun,2.1
CVE-2015-0396,oracle,7.5
CVE-2015-0395,oracle,9.3
CVE-2015-0394,oracle,4.0
CVE-2015-0393,oracle,6.0
CVE-2015-0392,oracle,4.6
CVE-2015-0391,oracle,4.0
CVE-2015-0390,oracle,6.8
CVE-2015-4132,arubanetworks,3.5
CVE-2015-5603,atlassian,6.5
CVE-2015-5998,impero,0.0
CVE-2015-7602,bisonware,7.8
CVE-2015-7603,konicaminolta,7.8
CVE-2015-1345,gnu,2.1
CVE-2015-1345,novell,2.1
CVE-2015-3778,apple,3.3
CVE-2015-3779,apple,6.8
CVE-2015-3774,apple,4.8
CVE-2015-3775,apple,7.2
CVE-2015-3776,apple,9.3
CVE-2015-3777,apple,7.2
CVE-2015-3770,apple,9.3
CVE-2015-3771,apple,7.2
CVE-2015-3772,apple,7.2
CVE-2015-3773,apple,7.5
CVE-2015-2638,oracle,0.0
CVE-2015-2639,canonical,3.5
CVE-2015-2639,oracle,3.5
CVE-2015-2636,oracle,7.5
CVE-2015-2637,oracle,5.0
CVE-2015-2634,oracle,6.8
CVE-2015-2605,oracle,7.5
CVE-2015-2632,oracle,5.0
CVE-2015-7233,structureddynamics,5.1
CVE-2015-2630,oracle,4.3
CVE-2015-2631,oracle,7.2
CVE-2015-1953,ibm,7.8
CVE-2015-1950,ibm,4.6
CVE-2015-1951,ibm,2.1
CVE-2015-1956,ibm,7.8
CVE-2015-1954,ibm,7.8
CVE-2015-1955,ibm,7.8
CVE-2015-1958,ibm,7.8
CVE-2015-1959,ibm,4.6
CVE-2015-4059,wavelink,0.0
CVE-2015-5144,djangoproject,4.3
CVE-2015-3178,moodle,3.5
CVE-2015-6246,wireshark,4.3
CVE-2015-7238,mcafee,2.1
CVE-2015-5798,apple,6.8
CVE-2015-2559,drupal,3.5
CVE-2015-2559,debian,3.5
CVE-2015-3179,moodle,3.5
CVE-2015-0771,cisco,6.3
CVE-2015-0770,cisco,5.0
CVE-2015-0773,cisco,5.5
CVE-2015-0772,cisco,7.1
CVE-2015-0775,cisco,5.0
CVE-2015-0774,cisco,4.3
CVE-2015-0777,xen,2.1
CVE-2015-0777,linux,2.1
CVE-2015-0776,cisco,5.0
CVE-2015-0779,novell,0.0
CVE-2015-0778,suse,7.5
CVE-2015-0778,novell,7.5
CVE-2015-6249,wireshark,4.3
CVE-2015-6248,wireshark,4.3
CVE-2015-1040,bedita,3.5
CVE-2015-1041,e107,4.3
CVE-2015-1042,mantisbt,5.8
CVE-2015-1043,vmware,3.3
CVE-2015-1044,vmware,3.3
CVE-2015-1733,microsoft,9.3
CVE-2015-1730,microsoft,9.3
CVE-2015-1731,microsoft,9.3
CVE-2015-1048,siemens,4.3
CVE-2015-1049,siemens,6.8
CVE-2015-1738,microsoft,9.3
CVE-2015-1739,microsoft,6.8
CVE-2015-3307,php,7.5
CVE-2015-3397,yiiframework,4.3
CVE-2015-3306,proftpd,0.0
CVE-2015-3392,ajaxtimelineproject,3.5
CVE-2015-3393,fibonacciorange,5.8
CVE-2015-3390,facebookalbumfetcherproject,3.5
CVE-2015-3391,pathbreadcrumbsproject,5.0
CVE-2015-2391,microsoft,9.3
CVE-2015-5578,adobe,0.0
CVE-2015-5578,linux,0.0
CVE-2015-5578,google,0.0
CVE-2015-5578,apple,0.0
CVE-2015-5578,microsoft,0.0
CVE-2015-2390,microsoft,9.3
CVE-2015-3155,theforeman,5.0
CVE-2015-1608,toplinesystems,4.0
CVE-2015-1609,mongodb,5.0
CVE-2015-0609,cisco,7.1
CVE-2015-0608,cisco,7.1
CVE-2015-3153,canonical,5.0
CVE-2015-3153,haxx,5.0
CVE-2015-1602,siemens,2.1
CVE-2015-1603,adminsystemscmsproject,4.3
CVE-2015-0607,cisco,4.3
CVE-2015-0606,cisco,4.9
CVE-2015-0601,cisco,4.6
CVE-2015-0600,cisco,5.0
CVE-2015-0603,cisco,4.6
CVE-2015-0602,cisco,5.0
CVE-2015-5127,adobe,0.0
CVE-2015-5127,microsoft,0.0
CVE-2015-5127,apple,0.0
CVE-2015-5127,linux,0.0
CVE-2015-5125,adobe,0.0
CVE-2015-5125,linux,0.0
CVE-2015-5125,microsoft,0.0
CVE-2015-5125,apple,0.0
CVE-2015-3038,adobe,0.0
CVE-2015-3038,apple,0.0
CVE-2015-3038,microsoft,0.0
CVE-2015-3038,linux,0.0
CVE-2015-0951,qualiteam,6.5
CVE-2015-0950,qualiteam,4.3
CVE-2015-5121,adobe,0.0
CVE-2015-5120,adobe,0.0
CVE-2015-1134,apple,7.2
CVE-2015-1135,apple,7.2
CVE-2015-1136,apple,6.8
CVE-2015-1137,apple,7.2
CVE-2015-1130,apple,7.2
CVE-2015-1131,apple,7.2
CVE-2015-1132,apple,0.0
CVE-2015-1133,apple,7.2
CVE-2015-1422,jakweb,4.3
CVE-2015-1423,jakweb,6.5
CVE-2015-1420,linux,2.1
CVE-2015-1421,linux,0.0
CVE-2015-1426,puppetlabs,2.1
CVE-2015-1427,elasticsearch,7.5
CVE-2015-1424,jakweb,6.8
CVE-2015-4271,cisco,6.4
CVE-2015-6733,mediawiki,5.0
CVE-2015-6732,semanticformsproject,4.3
CVE-2015-1428,sefrengo,7.5
CVE-2015-6730,mediawiki,4.3
CVE-2015-6737,widgetsproject,4.3
CVE-2015-3804,apple,7.5
CVE-2015-6735,timedmediahandlerproject,5.0
CVE-2015-6734,mediawiki,4.3
CVE-2015-3805,apple,7.2
CVE-2015-4274,cisco,6.8
CVE-2015-4620,isc,7.8
CVE-2015-4275,cisco,5.0
CVE-2015-3808,wireshark,7.8
CVE-2015-4276,cisco,6.5
CVE-2015-4277,cisco,4.9
CVE-2015-4728,oracle,4.0
CVE-2015-4729,oracle,4.0
CVE-2015-5386,siemens,9.3
CVE-2015-3301,thecartpress,4.0
CVE-2015-1919,ibm,4.3
CVE-2015-4726,audiosharescript,7.5
CVE-2015-4727,oracle,7.5
CVE-2015-4725,audiosharescript,4.3
CVE-2015-5633,newphoriacorporation,6.8
CVE-2015-1916,ibm,5.0
CVE-2015-5631,canon,6.8
CVE-2015-5630,ntt-bp,4.3
CVE-2015-5637,newphoriacorporation,6.8
CVE-2015-5636,newphoriacorporation,6.8
CVE-2015-1558,digium,3.5
CVE-2015-1559,epignosis,6.8
CVE-2015-4375,chaostoolsuiteproject,4.3
CVE-2015-2242,webshophun,7.5
CVE-2015-1550,arubanetworks,9.0
CVE-2015-1551,arubanetworks,4.0
CVE-2015-3300,thecartpress,4.3
CVE-2015-4376,profile2privacyproject,3.5
CVE-2015-4138,bluecoat,4.3
CVE-2015-2041,linux,4.6
CVE-2015-2040,cfdbplugin,4.3
CVE-2015-2043,visualware,4.3
CVE-2015-2042,linux,4.6
CVE-2015-2045,debian,2.1
CVE-2015-2045,xen,2.1
CVE-2015-2044,xen,2.1
CVE-2015-2047,typo3,2.6
CVE-2015-2047,debian,2.6
CVE-2015-2049,d-link,9.0
CVE-2015-2048,d-link,6.8
CVE-2015-4284,cisco,5.0
CVE-2015-1646,microsoft,4.3
CVE-2015-4092,sap,7.5
CVE-2015-4093,elasticsearch,4.3
CVE-2015-4094,thycotic,5.8
CVE-2015-4094,apple,5.8
CVE-2015-1311,sap,0.0
CVE-2015-1644,microsoft,7.2
CVE-2015-4656,synology,4.3
CVE-2015-4657,mailbird,4.3
CVE-2015-3974,easyio,9.0
CVE-2015-4655,synology,4.3
CVE-2015-4652,wireshark,4.3
CVE-2015-4651,wireshark,5.0
CVE-2015-6812,invisionpower,7.8
CVE-2015-1642,microsoft,9.3
CVE-2015-6810,invisionpower,3.5
CVE-2015-6811,cyberoam,7.5
CVE-2015-5703,open-xchangeoxguard,6.5
CVE-2015-5250,redhat,4.0
CVE-2015-3978,sap,2.1
CVE-2015-1643,microsoft,7.2
CVE-2015-1641,microsoft,9.3
CVE-2015-5618,chiyutw,7.5
CVE-2015-2247,boosted,8.3
CVE-2015-4286,cisco,5.0
CVE-2015-2957,igreks,4.3
CVE-2015-2956,igreks,7.5
CVE-2015-2955,igreks,7.5
CVE-2015-2954,igreks,6.8
CVE-2015-2953,igreks,5.0
CVE-2015-2952,igreks,6.5
CVE-2015-2951,f21,5.0
CVE-2015-2950,openexplorerbetaproject,6.4
CVE-2015-4384,ubercartwebformcheckoutpaneproject,3.5
CVE-2015-4385,imagefieldinfoproject,2.1
CVE-2015-4386,entitybulkdeleteproject,4.3
CVE-2015-4387,passwordpolicyproject,2.6
CVE-2015-4380,linearcaseproject,3.5
CVE-2015-4381,invoiceproject,3.5
CVE-2015-2959,zohocorp,7.5
CVE-2015-2958,igreks,6.4
CVE-2015-4472,libmspackproject,6.8
CVE-2015-4473,novell,0.0
CVE-2015-4473,canonical,0.0
CVE-2015-4473,mozilla,0.0
CVE-2015-4470,libmspackproject,4.3
CVE-2015-4471,libmspackproject,4.3
CVE-2015-4476,mozilla,4.3
CVE-2015-4476,google,4.3
CVE-2015-4477,novell,0.0
CVE-2015-4477,canonical,0.0
CVE-2015-4477,mozilla,0.0
CVE-2015-4474,novell,0.0
CVE-2015-4474,canonical,0.0
CVE-2015-4474,mozilla,0.0
CVE-2015-4475,mozilla,7.5
CVE-2015-4475,novell,7.5
CVE-2015-4475,canonical,7.5
CVE-2015-4478,novell,5.0
CVE-2015-4478,canonical,5.0
CVE-2015-4478,mozilla,5.0
CVE-2015-4479,mozilla,0.0
CVE-2015-4479,canonical,0.0
CVE-2015-4479,novell,0.0
CVE-2015-5570,adobe,0.0
CVE-2015-5570,google,0.0
CVE-2015-5570,linux,0.0
CVE-2015-5570,apple,0.0
CVE-2015-5570,microsoft,0.0
CVE-2015-6526,linux,4.9
CVE-2015-0179,ibm,7.2
CVE-2015-0178,ibm,4.3
CVE-2015-0173,ibm,4.3
CVE-2015-5412,hp,6.0
CVE-2015-0171,ibm,5.5
CVE-2015-0170,ibm,2.1
CVE-2015-0177,ibm,3.5
CVE-2015-0176,ibm,4.3
CVE-2015-0175,ibm,5.5
CVE-2015-0174,ibm,4.0
CVE-2015-6297,cisco,5.0
CVE-2015-6290,cisco,4.3
CVE-2015-5571,adobe,4.3
CVE-2015-5571,microsoft,4.3
CVE-2015-5571,apple,4.3
CVE-2015-5571,linux,4.3
CVE-2015-5571,google,4.3
CVE-2015-6523,portfolioproject,6.8
CVE-2015-5199,canonical,7.2
CVE-2015-5199,libvdpauproject,7.2
CVE-2015-6520,ippusbxdproject,7.5
CVE-2015-2823,siemens,6.8
CVE-2015-2822,siemens,4.3
CVE-2015-2821,typo3,6.5
CVE-2015-2820,sap,5.0
CVE-2015-2827,ca,3.5
CVE-2015-2825,simpleadsmanagerproject,7.5
CVE-2015-2824,simpleadsmanagerproject,7.5
CVE-2015-3806,apple,7.2
CVE-2015-3807,apple,4.3
CVE-2015-2829,citrix,7.8
CVE-2015-2828,ca,9.0
CVE-2015-3802,apple,7.2
CVE-2015-3803,apple,7.2
CVE-2015-3800,apple,7.2
CVE-2015-3801,apple,5.0
CVE-2015-4077,fortinet,2.1
CVE-2015-6278,cisco,7.8
CVE-2015-6660,drupal,6.8
CVE-2015-0548,emc,4.0
CVE-2015-0549,emc,3.5
CVE-2015-2739,mozilla,0.0
CVE-2015-2739,novell,0.0
CVE-2015-2739,canonical,0.0
CVE-2015-2738,mozilla,0.0
CVE-2015-0542,emc,6.8
CVE-2015-0543,emc,5.8
CVE-2015-0540,emc,6.5
CVE-2015-0541,emc,6.8
CVE-2015-0546,emc,0.0
CVE-2015-0547,emc,4.0
CVE-2015-0544,emc,9.3
CVE-2015-0545,emc,0.0
CVE-2015-0388,oracle,4.0
CVE-2015-0389,oracle,3.5
CVE-2015-1890,ibm,3.5
CVE-2015-1897,ibm,7.2
CVE-2015-1896,ibm,0.0
CVE-2015-1895,ibm,5.0
CVE-2015-1894,ibm,6.8
CVE-2015-0380,oracle,4.3
CVE-2015-0381,oracle,4.3
CVE-2015-0382,oracle,4.3
CVE-2015-0383,oracle,5.4
CVE-2015-0384,oracle,3.5
CVE-2015-0385,oracle,3.5
CVE-2015-0386,oracle,4.3
CVE-2015-0387,oracle,4.0
CVE-2015-7311,xen,3.6
CVE-2015-5921,apple,4.3
CVE-2015-1898,ibm,7.2
CVE-2015-5920,apple,4.3
CVE-2015-2980,yodobashi,6.8
CVE-2015-4482,mozilla,4.6
CVE-2015-4482,novell,4.6
CVE-2015-3709,apple,6.9
CVE-2015-2737,mozilla,0.0
CVE-2015-3101,adobe,4.3
CVE-2015-3101,google,4.3
CVE-2015-3101,microsoft,4.3
CVE-2015-3101,apple,4.3
CVE-2015-3101,linux,4.3
CVE-2015-2736,novell,9.3
CVE-2015-2736,canonical,9.3
CVE-2015-2736,debian,9.3
CVE-2015-2736,mozilla,9.3
CVE-2015-3701,apple,7.2
CVE-2015-3700,apple,7.2
CVE-2015-3703,apple,6.8
CVE-2015-3100,adobe,0.0
CVE-2015-3100,linux,0.0
CVE-2015-3100,microsoft,0.0
CVE-2015-3100,apple,0.0
CVE-2015-3100,google,0.0
CVE-2015-3705,apple,9.3
CVE-2015-2735,novell,9.3
CVE-2015-2735,debian,9.3
CVE-2015-2735,canonical,9.3
CVE-2015-2735,mozilla,9.3
CVE-2015-3707,apple,9.3
CVE-2015-3706,apple,9.3
CVE-2015-2609,oracle,4.9
CVE-2015-2734,mozilla,0.0
CVE-2015-1968,ibm,3.5
CVE-2015-1967,ibm,4.3
CVE-2015-1966,ibm,4.3
CVE-2015-1965,ibm,7.8
CVE-2015-1964,ibm,7.8
CVE-2015-1963,ibm,7.8
CVE-2015-1962,ibm,7.8
CVE-2015-1961,ibm,9.0
CVE-2015-2604,oracle,7.5
CVE-2015-2731,mozilla,0.0
CVE-2015-2730,debian,4.3
CVE-2015-2730,novell,4.3
CVE-2015-2730,mozilla,4.3
CVE-2015-1893,ibm,6.8
CVE-2015-4488,mozilla,7.5
CVE-2015-4488,novell,7.5
CVE-2015-4488,canonical,7.5
CVE-2015-6658,drupal,4.3
CVE-2015-6659,drupal,7.5
CVE-2015-1892,ibm,5.0
CVE-2015-6654,xen,2.1
CVE-2015-6655,pligg,6.8
CVE-2015-3081,adobe,4.3
CVE-2015-3081,linux,4.3
CVE-2015-3081,apple,4.3
CVE-2015-3081,microsoft,4.3
CVE-2015-2544,microsoft,4.3
CVE-2015-2545,microsoft,9.3
CVE-2015-2546,microsoft,7.2
CVE-2015-2541,microsoft,9.3
CVE-2015-1102,apple,7.1
CVE-2015-2543,microsoft,4.3
CVE-2015-4133,reflexgalleryproject,7.5
CVE-2015-3011,owncloud,3.5
CVE-2015-3011,debian,3.5
CVE-2015-3010,ceph,2.1
CVE-2015-3013,owncloud,6.0
CVE-2015-3012,owncloud,4.3
CVE-2015-3012,debian,4.3
CVE-2015-3012,kogmbh,4.3
CVE-2015-0264,apache,5.0
CVE-2015-0762,cisco,4.3
CVE-2015-0763,cisco,5.0
CVE-2015-0760,cisco,4.0
CVE-2015-0761,cisco,7.2
CVE-2015-0766,cisco,4.3
CVE-2015-0767,cisco,7.2
CVE-2015-0764,cisco,5.0
CVE-2015-0765,cisco,5.0
CVE-2015-6258,cisco,5.0
CVE-2015-6259,cisco,9.4
CVE-2015-0768,cisco,6.5
CVE-2015-0769,cisco,7.8
CVE-2015-1899,ibm,7.8
CVE-2015-7387,zohocorp,7.5
CVE-2015-7386,ghozylab,3.5
CVE-2015-1703,microsoft,6.8
CVE-2015-1702,microsoft,6.9
CVE-2015-1701,microsoft,7.2
CVE-2015-1700,microsoft,6.0
CVE-2015-1706,microsoft,9.3
CVE-2015-1705,microsoft,9.3
CVE-2015-1704,microsoft,6.8
CVE-2015-1709,microsoft,9.3
CVE-2015-1708,microsoft,9.3
CVE-2015-4200,cisco,7.8
CVE-2015-5440,hp,4.9
CVE-2015-6265,cisco,4.3
CVE-2015-4139,wpsmileyproject,3.5
CVE-2015-3993,actian,6.5
CVE-2015-1637,microsoft,4.3
CVE-2015-1636,microsoft,3.5
CVE-2015-1635,microsoft,0.0
CVE-2015-1634,microsoft,9.3
CVE-2015-1633,microsoft,3.5
CVE-2015-1632,microsoft,4.3
CVE-2015-0618,cisco,7.1
CVE-2015-1630,microsoft,4.3
CVE-2015-0616,cisco,7.1
CVE-2015-0617,cisco,5.0
CVE-2015-0614,cisco,7.1
CVE-2015-0615,cisco,7.1
CVE-2015-0612,cisco,7.1
CVE-2015-0613,cisco,7.1
CVE-2015-1639,microsoft,4.3
CVE-2015-1638,microsoft,5.8
CVE-2015-1149,apple,7.5
CVE-2015-1148,apple,5.0
CVE-2015-5132,adobe,0.0
CVE-2015-5132,linux,0.0
CVE-2015-5132,microsoft,0.0
CVE-2015-5132,apple,0.0
CVE-2015-5133,adobe,0.0
CVE-2015-5133,microsoft,0.0
CVE-2015-5133,apple,0.0
CVE-2015-5133,linux,0.0
CVE-2015-0943,basware,5.8
CVE-2015-1419,novell,5.0
CVE-2015-1419,beasts,5.0
CVE-2015-0941,inetcproject,4.3
CVE-2015-1141,apple,4.9
CVE-2015-1140,apple,7.2
CVE-2015-1143,apple,7.2
CVE-2015-1414,freebsd,7.8
CVE-2015-1145,apple,1.9
CVE-2015-1144,apple,7.2
CVE-2015-1147,apple,5.0
CVE-2015-1146,apple,1.9
CVE-2015-6727,mediawiki,5.0
CVE-2015-6727,canonical,5.0
CVE-2015-5768,apple,4.3
CVE-2015-1389,arubanetworks,4.3
CVE-2015-1388,arubanetworks,7.2
CVE-2015-1385,blubrry,4.3
CVE-2015-1384,bannereffectheaderproject,4.3
CVE-2015-1383,geomashupproject,4.3
CVE-2015-1382,debian,5.0
CVE-2015-1382,privoxy,5.0
CVE-2015-1382,novell,5.0
CVE-2015-1381,novell,5.0
CVE-2015-1381,debian,5.0
CVE-2015-1381,privoxy,5.0
CVE-2015-1380,privoxy,5.0
CVE-2015-1380,novell,5.0
CVE-2015-6742,basware,6.5
CVE-2015-6973,igniterealtime,6.8
CVE-2015-6743,basware,6.5
CVE-2015-6972,igniterealtime,4.3
CVE-2015-5143,djangoproject,7.8
CVE-2015-3239,libunwindproject,3.3
CVE-2015-3238,kernel,5.8
CVE-2015-3235,theforeman,6.0
CVE-2015-2188,wireshark,5.0
CVE-2015-2188,novell,5.0
CVE-2015-3237,haxx,6.4
CVE-2015-3236,haxx,5.0
CVE-2015-3231,drupal,4.0
CVE-2015-3231,debian,4.0
CVE-2015-3233,drupal,5.8
CVE-2015-2189,novell,5.0
CVE-2015-2189,wireshark,5.0
CVE-2015-6245,wireshark,4.3
CVE-2015-4714,dream-multimedia-tv,4.3
CVE-2015-4713,apphp,6.5
CVE-2015-5629,ntt-bp,6.8
CVE-2015-5624,freebit,6.8
CVE-2015-5625,opendocman,4.3
CVE-2015-6745,basware,4.6
CVE-2015-5621,net-snmp,7.5
CVE-2015-5622,debian,3.5
CVE-2015-5622,wordpress,3.5
CVE-2015-5623,wordpress,4.0
CVE-2015-5623,debian,4.0
CVE-2015-1569,fortinet,4.3
CVE-2015-1568,studio.gd,6.8
CVE-2015-1563,xen,2.1
CVE-2015-1562,saurus,4.3
CVE-2015-1561,centreon,6.5
CVE-2015-1560,centreon,7.5
CVE-2015-1567,studio.gd,4.3
CVE-2015-1566,dotnetnuke,4.3
CVE-2015-1565,hitachi,4.3
CVE-2015-1565,novell,4.3
CVE-2015-1565,redhat,4.3
CVE-2015-1565,microsoft,4.3
CVE-2015-1564,plainblack,4.3
CVE-2015-1099,apple,4.0
CVE-2015-1098,apple,6.8
CVE-2015-1093,apple,6.8
CVE-2015-1092,apple,5.0
CVE-2015-1091,apple,4.3
CVE-2015-1090,apple,5.0
CVE-2015-1097,apple,1.9
CVE-2015-1096,apple,1.9
CVE-2015-1095,apple,7.2
CVE-2015-1094,apple,1.9
CVE-2015-2052,d-link,0.0
CVE-2015-2053,mcafee,4.3
CVE-2015-2050,d-link,0.0
CVE-2015-2051,d-link,0.0
CVE-2015-2054,sierrawireless,4.3
CVE-2015-2055,zhonetechnologies,7.8
CVE-2015-2058,jabberd2,6.5
CVE-2015-2059,libidnproject,7.5
CVE-2015-4278,cisco,4.3
CVE-2015-5718,websense,4.0
CVE-2015-3942,garrettcom,4.3
CVE-2015-4661,symphony-cms,4.3
CVE-2015-3940,schneider-electric,6.9
CVE-2015-6823,ffmpeg,7.5
CVE-2015-4666,xceedium,5.0
CVE-2015-4665,xceedium,4.3
CVE-2015-5711,tibco,4.0
CVE-2015-3949,sinapsi,2.1
CVE-2015-5147,redcarpetproject,7.5
CVE-2015-5717,siemens,5.8
CVE-2015-3708,apple,8.8
CVE-2015-4279,cisco,7.2
CVE-2015-5397,joomla,6.8
CVE-2015-2940,mediawiki,6.8
CVE-2015-2941,mediawiki,4.3
CVE-2015-2942,mediawiki,7.1
CVE-2015-2944,apache,4.3
CVE-2015-2275,wotlab,4.3
CVE-2015-2946,ocf,6.8
CVE-2015-4448,adobe,0.0
CVE-2015-2948,zenphoto,4.3
CVE-2015-2949,zenphoto,4.3
CVE-2015-4445,adobe,0.0
CVE-2015-4444,adobe,5.0
CVE-2015-4443,adobe,5.0
CVE-2015-4441,adobe,0.0
CVE-2015-5404,hp,7.5
CVE-2015-3352,jammerproject,6.8
CVE-2015-5406,hp,9.0
CVE-2015-0167,textangular,4.3
CVE-2015-0160,ibm,9.0
CVE-2015-0161,ibm,6.5
CVE-2015-5402,hp,7.2
CVE-2015-3353,fielddisplaylabelproject,3.5
CVE-2015-0168,ibm,3.5
CVE-2015-0169,ibm,4.0
CVE-2015-3704,apple,9.3
CVE-2015-3351,logwatcherproject,6.8
CVE-2015-4108,wftpserver,6.8
CVE-2015-3356,tadaa%21project,6.8
CVE-2015-3357,wishlistproject,3.5
CVE-2015-2838,citrix,6.8
CVE-2015-2839,citrix,4.3
CVE-2015-5549,adobe,0.0
CVE-2015-5549,microsoft,0.0
CVE-2015-5549,apple,0.0
CVE-2015-5549,linux,0.0
CVE-2015-3355,batchjobsproject,6.8
CVE-2015-2830,linux,1.9
CVE-2015-2830,debian,1.9
CVE-2015-2831,daswatchdogproject,7.2
CVE-2015-4285,cisco,5.0
CVE-2015-3213,clutterproject,7.2
CVE-2015-4287,cisco,5.0
CVE-2015-3665,apple,6.8
CVE-2015-4281,cisco,6.8
CVE-2015-4280,cisco,5.0
CVE-2015-4283,cisco,7.8
CVE-2015-3212,linux,4.9
CVE-2015-3833,google,4.3
CVE-2015-3832,google,0.0
CVE-2015-3831,google,9.3
CVE-2015-3837,google,9.3
CVE-2015-3836,google,0.0
CVE-2015-3835,google,9.3
CVE-2015-2270,moodle,4.3
CVE-2015-1762,microsoft,7.1
CVE-2015-4415,magnificawebscripts,5.0
CVE-2015-5566,adobe,0.0
CVE-2015-5566,linux,0.0
CVE-2015-5566,microsoft,0.0
CVE-2015-5566,apple,0.0
CVE-2015-4040,f5,4.0
CVE-2015-4047,ipsec-tools,7.8
CVE-2015-3216,redhat,4.3
CVE-2015-3216,openssl,4.3
CVE-2015-2603,oracle,7.5
CVE-2015-7327,mozilla,4.3
CVE-2015-2602,oracle,7.5
CVE-2015-3214,qemu,6.9
CVE-2015-3214,linux,6.9
CVE-2015-2601,oracle,5.0
CVE-2015-2600,oracle,3.5
CVE-2015-5565,adobe,0.0
CVE-2015-5565,linux,0.0
CVE-2015-5565,microsoft,0.0
CVE-2015-5565,apple,0.0
CVE-2015-2607,oracle,5.0
CVE-2015-5075,x2engine,6.8
CVE-2015-2606,oracle,7.5
CVE-2015-0577,cisco,4.3
CVE-2015-2729,mozilla,5.0
CVE-2015-1889,ibm,6.5
CVE-2015-1884,ibm,4.0
CVE-2015-1885,ibm,9.3
CVE-2015-1886,ibm,7.8
CVE-2015-1887,ibm,5.0
CVE-2015-1880,fortinet,4.3
CVE-2015-1881,openstack,4.0
CVE-2015-0579,cisco,5.0
CVE-2015-0578,cisco,5.7
CVE-2015-0375,sun,5.0
CVE-2015-0374,oracle,3.5
CVE-2015-0377,oracle,4.4
CVE-2015-0376,oracle,4.3
CVE-2015-0371,oracle,4.9
CVE-2015-0370,oracle,3.5
CVE-2015-0373,oracle,6.5
